Province,Municipality,Month,South-facing with vertical (90 degrees) tilt,South-facing with latitude tilt,South-facing with tilt=latitude+15 degrees,South-facing with tilt=latitude-15 degrees,2-axis tracking,Horizontal (0 degree),address,latitude,longitude
Quebec,Saint-Roch-des-Aulnaies,Annual,3.12,4.18,3.97,4.19,5.8,3.42,"Saint-Roch-des-Aulnaies, Quebec",47.3111669,-70.1775045
Quebec,Saint-Sauveur-des-Monts,Annual,3.19,4.33,4.12,4.32,6.0,3.49,"Saint-Sauveur-des-Monts, Quebec",,
Quebec,Saint-SimÃ©on,Annual,3.13,4.16,3.95,4.18,5.78,3.4,"Saint-SimÃ©on, Quebec",,
Quebec,Saint-Stanislas-de-Champlain,Annual,3.16,4.25,4.04,4.25,5.89,3.45,"Saint-Stanislas-de-Champlain, Quebec",,
Quebec,Saint-Sylvestre,Annual,3.06,4.14,3.93,4.15,5.73,3.43,"Saint-Sylvestre, Quebec",46.363515,-71.226768
Quebec,Saint-ThÃ©ophile,Annual,3.03,4.15,3.94,4.17,5.75,3.49,"Saint-ThÃ©ophile, Quebec",,
Quebec,Saint-Tite,Annual,3.19,4.27,4.06,4.27,5.92,3.45,"Saint-Tite, Quebec",46.7285322,-72.5646675
Quebec,Saint-Ubalde,Annual,3.15,4.22,4.02,4.22,5.85,3.42,"Saint-Ubalde, Quebec",46.755857,-72.268753
Quebec,Saint-Ulric,Annual,3.19,4.17,3.97,4.18,5.76,3.31,"Saint-Ulric, Quebec",48.7881708,-67.6961193
Quebec,Saint-Urbain-de-Charlevoix,Annual,3.15,4.2,3.99,4.21,5.83,3.42,"Saint-Urbain-de-Charlevoix, Quebec",47.5577153,-70.5397546
Quebec,Saint-Vallier,Annual,3.08,4.14,3.93,4.15,5.73,3.4,"Saint-Vallier, Quebec",46.892578,-70.823364
Quebec,Saint-Victor,Annual,3.05,4.16,3.94,4.17,5.75,3.46,"Saint-Victor, Quebec",46.148205,-70.905075
Quebec,Saint-Wenceslas,Annual,3.14,4.26,4.05,4.27,5.92,3.49,"Saint-Wenceslas, Quebec",46.166279,-72.325058
Quebec,Saint-Zacharie,Annual,3.0,4.1,3.89,4.12,5.67,3.44,"Saint-Zacharie, Quebec",,
Quebec,Saint-Zotique,Annual,3.18,4.38,4.16,4.38,6.08,3.57,"Saint-Zotique, Quebec",45.2425481,-74.2477841
Quebec,Salaberry-de-Valleyfield,Annual,3.18,4.38,4.16,4.38,6.09,3.58,"Salaberry-de-Valleyfield, Quebec",45.2555575,-74.1316718
Quebec,Salluit,Annual,3.37,3.85,3.67,3.87,5.48,2.78,"Salluit, Quebec",62.1972958,-75.6397109
Quebec,Sanmaur,Annual,3.32,4.36,4.16,4.35,6.07,3.44,"Sanmaur, Quebec",47.89412,-73.7973996
Quebec,Sault-au-Mouton,Annual,3.12,4.12,3.91,4.13,5.7,3.32,"Sault-au-Mouton, Quebec",48.5369169,-69.259044
Quebec,Sawyerville,Annual,2.99,4.15,3.93,4.17,5.76,3.51,"Sawyerville, Quebec",45.3381542,-71.5677556
Quebec,Sayabec,Annual,3.16,4.14,3.94,4.14,5.7,3.3,"Sayabec, Quebec",48.566157,-67.688141
Quebec,Schefferville,Annual,3.17,3.82,3.66,3.81,5.25,2.96,"Schefferville, Quebec",54.8005133,-66.820626
Quebec,Scotstown,Annual,2.96,4.09,3.88,4.11,5.67,3.46,"Scotstown, Quebec",45.5247549,-71.276666
Quebec,Scott,Annual,3.08,4.17,3.96,4.18,5.77,3.44,"Scott, Quebec",46.504773,-71.071243
Quebec,Senneterre,Annual,3.22,4.22,4.02,4.22,5.89,3.36,"Senneterre, Quebec",48.390458,-77.242813
Quebec,Sept-Ãles,Annual,3.2,4.08,3.9,4.08,5.6,3.19,"Sept-Ãles, Quebec",,
Quebec,Shawinigan,Annual,3.2,4.29,4.08,4.29,5.96,3.47,"Shawinigan, Quebec",46.5396581,-72.7518637
Quebec,Shawville,Annual,3.2,4.39,4.16,4.39,6.1,3.57,"Shawville, Quebec",45.6035643,-76.4914676
Quebec,Sherbrooke,Annual,3.03,4.19,3.97,4.21,5.82,3.52,"Sherbrooke, Quebec",45.403271,-71.889038
Quebec,Sorel-Tracy,Annual,3.19,4.33,4.12,4.33,6.02,3.51,"Sorel-Tracy, Quebec",46.0435235,-73.1165159
Quebec,Squatec,Annual,3.09,4.11,3.91,4.13,5.69,3.35,"Squatec, Quebec",47.8814362,-68.7253306
Quebec,Stanhope,Annual,2.96,4.13,3.91,4.15,5.73,3.51,"Stanhope, Quebec",45.0126033,-71.7985457
Quebec,Stanstead Plain,Annual,2.99,4.17,3.95,4.18,5.78,3.53,"Stanstead Plain, Quebec",45.0217947,-72.0888821
Quebec,Stoke,Annual,3.01,4.16,3.94,4.18,5.77,3.49,"Stoke, Quebec",45.5337174,-71.8041195
Quebec,Stukely-Sud,Annual,3.03,4.19,3.97,4.2,5.8,3.5,"Stukely-Sud, Quebec",45.321254,-72.418442
Quebec,Sully,Annual,3.09,4.14,3.93,4.15,5.73,3.39,"Sully, Quebec",47.4554491,-69.1521582
Quebec,Sutton,Annual,3.0,4.18,3.96,4.19,5.79,3.5,"Sutton, Quebec",45.1115241,-72.6186317
Quebec,Tadoussac,Annual,3.11,4.13,3.92,4.15,5.73,3.36,"Tadoussac, Quebec",48.1433429,-69.7174574
Quebec,Taschereau,Annual,3.23,4.22,4.02,4.22,5.9,3.37,"Taschereau, Quebec",48.6626064,-78.6830135
Quebec,Tasiujaq,Annual,3.23,3.8,3.62,3.81,5.28,2.87,"Tasiujaq, Quebec",58.6978307,-69.9318091
Quebec,Tee Lake,Annual,3.16,4.26,4.05,4.28,5.96,3.46,"Tee Lake, Quebec",46.7559105,-79.0445032
Quebec,TÃ©miscaming,Annual,3.17,4.28,4.07,4.3,6.0,3.48,"TÃ©miscaming, Quebec",,
Quebec,Terrebonne,Annual,3.2,4.37,4.15,4.37,6.07,3.54,"Terrebonne, Quebec",45.7081005,-73.6515157
Quebec,TÃªte-Ã -la-Baleine,Annual,2.62,3.44,3.23,3.49,4.64,3.02,"TÃªte-Ã -la-Baleine, Quebec",,
Quebec,Thetford Mines,Annual,3.03,4.14,3.93,4.15,5.73,3.44,"Thetford Mines, Quebec",46.091329,-71.30127
Quebec,Thivierge,Annual,3.23,4.21,4.02,4.21,5.76,3.31,"Thivierge, Quebec",48.0878498,-65.4853062
Quebec,Thurso,Annual,3.2,4.37,4.15,4.37,6.06,3.55,"Thurso, Quebec",45.598185,-75.246048
Quebec,Tingwick,Annual,3.07,4.2,3.98,4.21,5.83,3.48,"Tingwick, Quebec",45.8813611,-71.9438505
Quebec,Tring-Jonction,Annual,3.05,4.14,3.93,4.15,5.73,3.44,"Tring-Jonction, Quebec",46.271749,-70.994682
Quebec,Trois-Pistoles,Annual,3.12,4.14,3.93,4.16,5.74,3.36,"Trois-Pistoles, Quebec",48.122101,-69.169922
Quebec,Trois-RiviÃ¨res,Annual,3.18,4.29,4.08,4.29,5.96,3.49,"Trois-RiviÃ¨res, Quebec",,
Quebec,Umiujaq,Annual,3.26,3.92,3.73,3.92,5.47,3.02,"Umiujaq, Quebec",56.5530388,-76.5457626
Quebec,Upton,Annual,3.11,4.27,4.05,4.28,5.93,3.52,"Upton, Quebec",45.649014,-72.6935269
Quebec,Val-Brillant,Annual,3.16,4.14,3.94,4.15,5.71,3.3,"Val-Brillant, Quebec",48.5334849,-67.5487747
Quebec,Valcourt,Annual,3.05,4.2,3.99,4.21,5.83,3.5,"Valcourt, Quebec",45.4937347,-72.3151116
Quebec,Val-David,Annual,3.19,4.31,4.1,4.31,5.98,3.47,"Val-David, Quebec",46.0282815,-74.2065632
Quebec,Val-d'Or,Annual,3.22,4.25,4.04,4.25,5.94,3.39,"Val-d'Or, Quebec",48.1023356,-77.7875715
Quebec,VallÃ©e-Jonction,Annual,3.07,4.16,3.95,4.18,5.77,3.45,"VallÃ©e-Jonction, Quebec",,
Quebec,Val-Paradis,Annual,3.26,4.22,4.02,4.22,5.91,3.36,"Val-Paradis, Quebec",49.154766,-79.291077
Quebec,Varennes,Annual,3.19,4.36,4.14,4.36,6.06,3.54,"Varennes, Quebec",45.6834691,-73.4362737
Quebec,Vaudreuil-Dorion,Annual,3.19,4.38,4.15,4.37,6.08,3.56,"Vaudreuil-Dorion, Quebec",45.3971509,-74.0254577
Quebec,VerchÃ¨res,Annual,3.19,4.35,4.14,4.35,6.05,3.53,"VerchÃ¨res, Quebec",,
Quebec,Victoriaville,Annual,3.1,4.23,4.01,4.23,5.87,3.49,"Victoriaville, Quebec",46.0554948,-71.9598586
Quebec,Villebois,Annual,3.25,4.22,4.02,4.22,5.91,3.36,"Villebois, Quebec",49.0969108,-79.1478177
Quebec,Ville-Marie,Annual,3.21,4.29,4.08,4.3,6.01,3.46,"Ville-Marie, Quebec",47.332308,-79.438019
Quebec,Wakefield,Annual,3.19,4.37,4.15,4.37,6.06,3.55,"Wakefield, Quebec",45.639968,-75.92926
Quebec,Warwick,Annual,3.1,4.23,4.01,4.24,5.87,3.49,"Warwick, Quebec",45.945659,-71.990662
Quebec,Waskaganish,Annual,3.36,4.22,4.02,4.21,5.91,3.28,"Waskaganish, Quebec",51.4775538,-78.7498924
Quebec,Waswanipi,Annual,3.31,4.24,4.04,4.23,5.91,3.33,"Waswanipi, Quebec",49.6934501,-76.14958691395637
Quebec,Waterloo,Annual,3.03,4.19,3.98,4.2,5.81,3.5,"Waterloo, Quebec",45.3441569,-72.5162169
Quebec,Waterville,Annual,3.02,4.19,3.97,4.21,5.82,3.53,"Waterville, Quebec",45.277061,-71.890755
Quebec,Weedon,Annual,3.0,4.13,3.91,4.14,5.72,3.47,"Weedon, Quebec",45.7016827,-71.4655195
Quebec,Whapmagoostui,Annual,3.25,3.95,3.77,3.95,5.52,3.07,"Whapmagoostui, Quebec",55.237122549999995,-77.75118046486313
Quebec,Wickham,Annual,3.11,4.26,4.04,4.26,5.91,3.51,"Wickham, Quebec",45.759458,-72.5001133
Quebec,Windsor,Annual,3.05,4.2,3.98,4.21,5.83,3.51,"Windsor, Quebec",45.5697799,-72.0034954
Quebec,Winneway,Annual,3.2,4.26,4.05,4.27,5.96,3.43,"Winneway, Quebec",47.5764244,-78.5651851
Quebec,Woburn,Annual,2.99,4.14,3.92,4.16,5.75,3.51,"Woburn, Quebec",45.3845717,-70.8633274
Quebec,Wotton,Annual,3.03,4.16,3.94,4.17,5.77,3.47,"Wotton, Quebec",45.737818,-71.807327
Quebec,Yamachiche,Annual,3.2,4.32,4.11,4.32,6.0,3.5,"Yamachiche, Quebec",46.282428,-72.830772
Quebec,Yamaska,Annual,3.18,4.32,4.1,4.32,6.0,3.51,"Yamaska, Quebec",46.004355,-72.913513
Saskatchewan,Abbey,Annual,3.83,4.95,4.71,4.94,7.09,3.74,"Abbey, Saskatchewan",50.7345503,-108.7579928
Saskatchewan,Aberdeen,Annual,3.87,4.89,4.65,4.87,7.04,3.58,"Aberdeen, Saskatchewan",52.3271538,-106.2900807
Saskatchewan,Abernethy,Annual,3.81,4.89,4.65,4.87,7.04,3.64,"Abernethy, Saskatchewan",50.7461084,-103.4187459
Saskatchewan,Admiral,Annual,3.8,4.98,4.73,4.97,7.12,3.81,"Admiral, Saskatchewan",49.7130748,-108.0036721
Saskatchewan,Alameda,Annual,3.86,5.02,4.79,5.0,7.2,3.74,"Alameda, Saskatchewan",49.2652182,-102.2816393
Saskatchewan,Albertville,Annual,3.76,4.71,4.47,4.7,6.8,3.46,"Albertville, Saskatchewan",53.3951517,-105.542603
Saskatchewan,Aldina,Annual,3.83,4.8,4.57,4.79,6.93,3.51,"Aldina, Saskatchewan",,
Saskatchewan,Alida,Annual,3.85,5.0,4.77,4.98,7.17,3.72,"Alida, Saskatchewan",49.3889663,-101.8727438
Saskatchewan,Allan,Annual,3.87,4.91,4.67,4.89,7.07,3.61,"Allan, Saskatchewan",51.8960544,-106.0554168
Saskatchewan,Alsask,Annual,3.84,4.93,4.69,4.92,7.07,3.71,"Alsask, Saskatchewan",51.3755142,-109.9955999
Saskatchewan,Annaheim,Annual,3.78,4.79,4.55,4.77,6.91,3.54,"Annaheim, Saskatchewan",52.318492,-104.8191277
Saskatchewan,Antler,Annual,3.84,4.98,4.74,4.95,7.12,3.7,"Antler, Saskatchewan",49.5679596,-101.4581415
Saskatchewan,Arborfield,Annual,3.66,4.62,4.38,4.61,6.67,3.46,"Arborfield, Saskatchewan",53.105568,-103.660126
Saskatchewan,Archerwill,Annual,3.71,4.71,4.47,4.69,6.79,3.51,"Archerwill, Saskatchewan",52.4391373,-103.863044
Saskatchewan,Arcola,Annual,3.86,4.99,4.76,4.97,7.16,3.71,"Arcola, Saskatchewan",49.6350309,-102.4906662
Saskatchewan,Asquith,Annual,3.89,4.92,4.68,4.9,7.08,3.62,"Asquith, Saskatchewan",52.1345075,-107.2284917
Saskatchewan,Assiniboia,Annual,3.82,5.0,4.75,4.98,7.17,3.78,"Assiniboia, Saskatchewan",49.6311192,-105.9926494
Saskatchewan,Avonlea,Annual,3.85,4.99,4.75,4.97,7.18,3.74,"Avonlea, Saskatchewan",50.0145867,-105.0556457
Saskatchewan,Aylsham,Annual,3.66,4.62,4.38,4.61,6.67,3.45,"Aylsham, Saskatchewan",53.1921953,-103.805898
Saskatchewan,Badgerville,Annual,3.7,4.72,4.49,4.71,6.77,3.54,"Badgerville, Saskatchewan",,
Saskatchewan,Balcarres,Annual,3.81,4.89,4.65,4.86,7.03,3.64,"Balcarres, Saskatchewan",50.804747,-103.5427231
Saskatchewan,Balgonie,Annual,3.83,4.93,4.7,4.91,7.09,3.67,"Balgonie, Saskatchewan",50.4892758,-104.2669058
Saskatchewan,Battleford,Annual,3.83,4.82,4.59,4.81,6.95,3.57,"Battleford, Saskatchewan",52.7376973,-108.303901
Saskatchewan,Beauval,Annual,3.66,4.52,4.29,4.53,6.6,3.35,"Beauval, Saskatchewan",55.1456837,-107.6106589
Saskatchewan,Beechy,Annual,3.84,4.95,4.71,4.94,7.1,3.72,"Beechy, Saskatchewan",50.8784808,-107.3842256
Saskatchewan,Bengough,Annual,3.85,5.04,4.79,5.01,7.23,3.79,"Bengough, Saskatchewan",49.3957345,-105.1262065
Saskatchewan,Bethune,Annual,3.85,4.96,4.72,4.94,7.14,3.69,"Bethune, Saskatchewan",50.7149911,-105.2091139
Saskatchewan,Bienfait,Annual,3.87,5.04,4.81,5.01,7.23,3.76,"Bienfait, Saskatchewan",49.1430593,-102.8076095
Saskatchewan,Big Beaver,Annual,3.85,5.05,4.81,5.03,7.25,3.82,"Big Beaver, Saskatchewan",49.100562,-105.1719885
Saskatchewan,Big River,Annual,3.76,4.69,4.45,4.68,6.79,3.44,"Big River, Saskatchewan",53.833333,-107.033333
Saskatchewan,Biggar,Annual,3.85,4.89,4.65,4.87,7.02,3.62,"Biggar, Saskatchewan",52.0576499,-107.984618
Saskatchewan,Birch Hills,Annual,3.78,4.75,4.52,4.74,6.86,3.49,"Birch Hills, Saskatchewan",52.984204,-105.433044
Saskatchewan,Bjorkdale,Annual,3.68,4.66,4.43,4.65,6.72,3.48,"Bjorkdale, Saskatchewan",52.7091705,-103.643831
Saskatchewan,Blaine Lake,Annual,3.85,4.83,4.59,4.81,6.96,3.53,"Blaine Lake, Saskatchewan",52.8278099,-106.8778567
Saskatchewan,Borden,Annual,3.87,4.89,4.65,4.87,7.03,3.58,"Borden, Saskatchewan",52.4050653,-107.2386498
Saskatchewan,Bredenbury,Annual,3.77,4.83,4.6,4.81,6.94,3.61,"Bredenbury, Saskatchewan",50.9443098,-102.0454237
Saskatchewan,Briercrest,Annual,3.84,4.99,4.74,4.96,7.17,3.73,"Briercrest, Saskatchewan",50.1649743,-105.2631404
Saskatchewan,Broadview,Annual,3.82,4.91,4.68,4.89,7.05,3.65,"Broadview, Saskatchewan",50.3789235,-102.583995
Saskatchewan,Brock,Annual,3.85,4.93,4.69,4.92,7.07,3.69,"Brock, Saskatchewan",51.4412074,-108.7179691
Saskatchewan,Bruno,Annual,3.83,4.84,4.61,4.83,6.98,3.56,"Bruno, Saskatchewan",52.2663037,-105.5189092
Saskatchewan,Buchanan,Annual,3.72,4.74,4.51,4.72,6.82,3.55,"Buchanan, Saskatchewan",51.7037827,-102.7555988
Saskatchewan,Buffalo Narrows,Annual,3.59,4.43,4.19,4.44,6.49,3.3,"Buffalo Narrows, Saskatchewan",55.863418,-108.480754
Saskatchewan,Burstall,Annual,3.84,4.97,4.72,4.96,7.11,3.76,"Burstall, Saskatchewan",50.6557742,-109.9077194
Saskatchewan,Bushell Park,Annual,3.84,4.98,4.74,4.96,7.16,3.73,"Bushell Park, Saskatchewan",50.3407438,-105.5527132
Saskatchewan,Cabri,Annual,3.83,4.96,4.71,4.94,7.1,3.75,"Cabri, Saskatchewan",50.6187301,-108.4611856
Saskatchewan,Cadillac,Annual,3.81,5.0,4.75,4.98,7.15,3.82,"Cadillac, Saskatchewan",49.7267416,-107.741407
Saskatchewan,Calder,Annual,3.76,4.8,4.57,4.79,6.89,3.59,"Calder, Saskatchewan",51.1575037,-101.7509826
Saskatchewan,Candle Lake,Annual,3.72,4.64,4.41,4.63,6.72,3.42,"Candle Lake, Saskatchewan",53.7484511,-105.2559645
Saskatchewan,Cando,Annual,3.82,4.84,4.6,4.83,6.96,3.58,"Cando, Saskatchewan",52.3746844,-108.211969
Saskatchewan,Canora,Annual,3.71,4.73,4.5,4.71,6.79,3.54,"Canora, Saskatchewan",51.6361187,-102.4307941
Saskatchewan,Canwood,Annual,3.8,4.75,4.51,4.74,6.86,3.47,"Canwood, Saskatchewan",53.3599968,-106.5987523
Saskatchewan,Carievale,Annual,3.87,5.02,4.79,5.0,7.19,3.74,"Carievale, Saskatchewan",49.1755941,-101.6265516
Saskatchewan,Carlyle,Annual,3.85,4.99,4.76,4.96,7.15,3.71,"Carlyle, Saskatchewan",49.6337518,-102.2669689
Saskatchewan,Carlyle Lake Resort,Annual,3.83,4.96,4.73,4.93,7.11,3.69,"Carlyle Lake Resort, Saskatchewan",49.7577352,-102.2757473
Saskatchewan,Carnduff,Annual,3.87,5.03,4.8,5.0,7.2,3.74,"Carnduff, Saskatchewan",49.1748399,-101.7972633
Saskatchewan,Caronport,Annual,3.84,4.97,4.73,4.95,7.15,3.72,"Caronport, Saskatchewan",50.4561945,-105.8166586
Saskatchewan,Carrot River,Annual,3.64,4.59,4.36,4.59,6.63,3.44,"Carrot River, Saskatchewan",53.284101,-103.584595
Saskatchewan,Central Butte,Annual,3.84,4.96,4.71,4.94,7.12,3.7,"Central Butte, Saskatchewan",50.7938303,-106.5078309
Saskatchewan,Ceylon,Annual,3.85,5.02,4.78,4.99,7.2,3.76,"Ceylon, Saskatchewan",49.4598695,-104.6027973
Saskatchewan,Chamberlain,Annual,3.85,4.96,4.71,4.94,7.13,3.69,"Chamberlain, Saskatchewan",50.85158,-105.5671177
Saskatchewan,Chaplin,Annual,3.83,4.96,4.71,4.94,7.11,3.73,"Chaplin, Saskatchewan",50.4595911,-106.6564033
Saskatchewan,Chitek Lake,Annual,3.76,4.7,4.46,4.69,6.8,3.46,"Chitek Lake, Saskatchewan",53.7534076,-107.7372697
Saskatchewan,Choiceland,Annual,3.68,4.61,4.38,4.61,6.67,3.43,"Choiceland, Saskatchewan",53.491781,-104.4854246
Saskatchewan,Christopher Lake,Annual,3.76,4.71,4.47,4.69,6.8,3.45,"Christopher Lake, Saskatchewan",53.5397933,-105.7893144
Saskatchewan,Churchbridge,Annual,3.78,4.84,4.61,4.82,6.94,3.61,"Churchbridge, Saskatchewan",50.9000886,-101.8933019
Saskatchewan,Climax,Annual,3.8,5.01,4.76,5.0,7.15,3.85,"Climax, Saskatchewan",49.2081817,-108.3864958
Saskatchewan,Cochin,Annual,3.8,4.78,4.54,4.77,6.89,3.53,"Cochin, Saskatchewan",53.080344,-108.341957
Saskatchewan,Coderre,Annual,3.82,4.97,4.72,4.95,7.13,3.75,"Coderre, Saskatchewan",50.1348432,-106.3849928
Saskatchewan,Codette,Annual,3.67,4.62,4.39,4.61,6.67,3.44,"Codette, Saskatchewan",53.28181825,-104.02984767501891
Saskatchewan,Cole Bay,Annual,3.65,4.52,4.29,4.53,6.59,3.36,"Cole Bay, Saskatchewan",55.0976153,-108.3193121
Saskatchewan,Coleville,Annual,3.83,4.9,4.66,4.89,7.03,3.67,"Coleville, Saskatchewan",51.710641,-109.2452062
Saskatchewan,Colonsay,Annual,3.86,4.89,4.65,4.87,7.05,3.6,"Colonsay, Saskatchewan",51.9768588,-105.8706794
Saskatchewan,Congress,Annual,3.82,4.99,4.74,4.97,7.16,3.77,"Congress, Saskatchewan",49.7552448,-106.0211379
Saskatchewan,Conquest,Annual,3.88,4.95,4.71,4.93,7.11,3.67,"Conquest, Saskatchewan",51.5303755,-107.241087
Saskatchewan,Consul,Annual,3.81,5.02,4.77,5.01,7.17,3.86,"Consul, Saskatchewan",49.2958798,-109.5186382
Saskatchewan,Corning,Annual,3.84,4.97,4.73,4.94,7.13,3.69,"Corning, Saskatchewan",49.9572807,-102.971602
Saskatchewan,Coronach,Annual,3.83,5.04,4.79,5.01,7.22,3.82,"Coronach, Saskatchewan",49.1127927,-105.5170497
Saskatchewan,Craik,Annual,3.85,4.95,4.71,4.93,7.12,3.68,"Craik, Saskatchewan",51.0515057,-105.8159306
Saskatchewan,Craven,Annual,3.85,4.95,4.71,4.93,7.13,3.68,"Craven, Saskatchewan",50.7072638,-104.8092048
Saskatchewan,Creelman,Annual,3.86,5.0,4.76,4.97,7.18,3.72,"Creelman, Saskatchewan",49.8205508,-103.3092709
Saskatchewan,Creighton,Annual,3.45,4.31,4.08,4.32,6.2,3.31,"Creighton, Saskatchewan",54.7449167,-101.9088396
Saskatchewan,Cudworth,Annual,3.83,4.83,4.59,4.81,6.96,3.54,"Cudworth, Saskatchewan",52.4895703,-105.7299987
Saskatchewan,Cumberland House,Annual,3.54,4.46,4.22,4.46,6.43,3.4,"Cumberland House, Saskatchewan",53.9536112,-102.267635
Saskatchewan,Cupar,Annual,3.82,4.9,4.66,4.88,7.06,3.64,"Cupar, Saskatchewan",50.9476885,-104.2139781
Saskatchewan,Cut Knife,Annual,3.79,4.78,4.55,4.78,6.89,3.56,"Cut Knife, Saskatchewan",52.745723,-109.0198342
Saskatchewan,Dalmeny,Annual,3.88,4.9,4.66,4.88,7.06,3.59,"Dalmeny, Saskatchewan",52.3448579,-106.7728666
Saskatchewan,Davidson,Annual,3.86,4.94,4.7,4.92,7.1,3.66,"Davidson, Saskatchewan",51.2647972,-105.984596
Saskatchewan,Debden,Annual,3.79,4.73,4.5,4.72,6.84,3.47,"Debden, Saskatchewan",53.525025,-106.8770352
Saskatchewan,Delisle,Annual,3.89,4.94,4.7,4.92,7.1,3.63,"Delisle, Saskatchewan",51.9230936,-107.1354
Saskatchewan,Delmas,Annual,3.8,4.78,4.55,4.78,6.9,3.55,"Delmas, Saskatchewan",52.9294289,-108.601041
Saskatchewan,Denare Beach,Annual,3.46,4.34,4.1,4.35,6.25,3.32,"Denare Beach, Saskatchewan",54.6605483,-102.0815658
Saskatchewan,Denzil,Annual,3.79,4.82,4.58,4.81,6.92,3.61,"Denzil, Saskatchewan",52.2276817,-109.6519526
Saskatchewan,Deschambault Lake,Annual,3.52,4.38,4.15,4.39,6.34,3.31,"Deschambault Lake, Saskatchewan",54.9105625,-103.378459
Saskatchewan,Dilke,Annual,3.85,4.95,4.71,4.93,7.13,3.68,"Dilke, Saskatchewan",50.866667,-105.25
Saskatchewan,Dillon,Annual,3.57,4.41,4.18,4.42,6.47,3.3,"Dillon, Saskatchewan",55.92959,-108.937141
Saskatchewan,Dinsmore,Annual,3.87,4.95,4.71,4.93,7.11,3.69,"Dinsmore, Saskatchewan",51.3325438,-107.4471085
Saskatchewan,District of Katepwa,Annual,3.83,4.92,4.68,4.89,7.08,3.66,"District of Katepwa, Saskatchewan",,
Saskatchewan,Dodsland,Annual,3.84,4.9,4.66,4.89,7.03,3.66,"Dodsland, Saskatchewan",51.8,-108.833333
Saskatchewan,Domremy,Annual,3.81,4.79,4.55,4.77,6.91,3.51,"Domremy, Saskatchewan",52.7882162,-105.7300871
Saskatchewan,Dore Lake,Annual,3.7,4.59,4.36,4.59,6.67,3.39,"Dore Lake, Saskatchewan",54.6255924,-107.3960321
Saskatchewan,Dorintosh,Annual,3.69,4.6,4.37,4.6,6.68,3.42,"Dorintosh, Saskatchewan",54.3542376,-108.6274861
Saskatchewan,Drake,Annual,3.83,4.87,4.63,4.85,7.02,3.6,"Drake, Saskatchewan",51.7461489,-105.012433
Saskatchewan,Drinkwater,Annual,3.85,4.98,4.74,4.96,7.17,3.72,"Drinkwater, Saskatchewan",50.29516705,-105.13356109382084
Saskatchewan,Duck Lake,Annual,3.83,4.81,4.58,4.79,6.94,3.52,"Duck Lake, Saskatchewan",52.811893,-106.229553
Saskatchewan,Dunblane,Annual,3.87,4.97,4.72,4.95,7.13,3.69,"Dunblane, Saskatchewan",51.2021493,-106.8802405
Saskatchewan,Dundurn,Annual,3.88,4.94,4.7,4.92,7.11,3.63,"Dundurn, Saskatchewan",51.8453839,-106.5475015
Saskatchewan,Duval,Annual,3.84,4.92,4.68,4.9,7.08,3.65,"Duval, Saskatchewan",51.1572872,-104.9900102
Saskatchewan,Dysart,Annual,3.81,4.89,4.65,4.86,7.03,3.63,"Dysart, Saskatchewan",50.9430848,-104.0374989
Saskatchewan,Earl Grey,Annual,3.84,4.92,4.68,4.9,7.08,3.66,"Earl Grey, Saskatchewan",50.9373871,-104.7110173
Saskatchewan,Eastend,Annual,3.79,4.98,4.73,4.97,7.12,3.82,"Eastend, Saskatchewan",49.516667,-108.816667
Saskatchewan,Eatonia,Annual,3.84,4.94,4.69,4.93,7.07,3.71,"Eatonia, Saskatchewan",51.2241821,-109.3900359
Saskatchewan,Ebenezer,Annual,3.74,4.77,4.54,4.75,6.86,3.57,"Ebenezer, Saskatchewan",51.3705351,-102.4471154
Saskatchewan,Edam,Annual,3.77,4.74,4.51,4.74,6.85,3.52,"Edam, Saskatchewan",53.1875613,-108.77243
Saskatchewan,Edenwold,Annual,3.82,4.92,4.68,4.89,7.07,3.66,"Edenwold, Saskatchewan",50.6347926,-104.2499525
Saskatchewan,Elbow,Annual,3.87,4.96,4.72,4.95,7.14,3.69,"Elbow, Saskatchewan",51.1191284,-106.5986872
Saskatchewan,Elfros,Annual,3.77,4.8,4.56,4.78,6.92,3.57,"Elfros, Saskatchewan",51.7437499,-103.8623305
Saskatchewan,Elrose,Annual,3.85,4.94,4.7,4.93,7.08,3.7,"Elrose, Saskatchewan",51.2000444,-108.033162
Saskatchewan,Endeavour,Annual,3.67,4.67,4.43,4.65,6.71,3.5,"Endeavour, Saskatchewan",52.1597603,-102.6565785
Saskatchewan,Englefeld,Annual,3.78,4.8,4.56,4.78,6.92,3.55,"Englefeld, Saskatchewan",52.1622211,-104.6536446
Saskatchewan,Esterhazy,Annual,3.8,4.87,4.64,4.85,6.99,3.63,"Esterhazy, Saskatchewan",50.6536237,-102.0763357
Saskatchewan,Estevan,Annual,3.87,5.05,4.81,5.02,7.24,3.76,"Estevan, Saskatchewan",49.1428076,-102.9910752
Saskatchewan,Eston,Annual,3.85,4.95,4.7,4.94,7.09,3.72,"Eston, Saskatchewan",51.1493598,-108.7530146
Saskatchewan,Eyebrow,Annual,3.84,4.95,4.71,4.93,7.12,3.7,"Eyebrow, Saskatchewan",50.8,-106.15
Saskatchewan,Fife Lake,Annual,3.82,5.03,4.78,5.0,7.21,3.81,"Fife Lake, Saskatchewan",49.194942,-105.72976
Saskatchewan,Fillmore,Annual,3.86,5.0,4.76,4.97,7.19,3.72,"Fillmore, Saskatchewan",49.883333,-103.433333
