Province,Municipality,Month,South-facing with vertical (90 degrees) tilt,South-facing with latitude tilt,South-facing with tilt=latitude+15 degrees,South-facing with tilt=latitude-15 degrees,2-axis tracking,Horizontal (0 degree),address,latitude,longitude
Ontario,Markstay,Annual,3.15,4.29,4.07,4.32,6.03,3.52,"Markstay, Ontario",46.493448,-80.5423985
Ontario,Markstay-Warren,Annual,3.14,4.28,4.06,4.31,6.02,3.51,"Markstay-Warren, Ontario",46.493508750000004,-80.49241648711632
Ontario,Marlbank,Annual,3.1,4.36,4.13,4.38,6.07,3.63,"Marlbank, Ontario",44.4356955,-77.0938347
Ontario,Marmora,Annual,3.1,4.37,4.13,4.39,6.08,3.64,"Marmora, Ontario",44.4827759,-77.6823297
Ontario,Martintown,Annual,3.16,4.37,4.15,4.37,6.06,3.57,"Martintown, Ontario",45.1545958,-74.7105965
Ontario,Marysville,Annual,3.08,4.36,4.13,4.38,6.06,3.64,"Marysville, Ontario",44.1935658,-76.440109
Ontario,Massey,Annual,3.09,4.28,4.04,4.32,6.03,3.54,"Massey, Ontario",46.2126468,-82.0771831
Ontario,Matachewan,Annual,3.22,4.27,4.06,4.28,6.0,3.43,"Matachewan, Ontario",47.9394185,-80.6472976
Ontario,Matheson,Annual,3.24,4.25,4.04,4.26,5.97,3.4,"Matheson, Ontario",48.5354964,-80.464681
Ontario,Mattawa,Annual,3.15,4.28,4.06,4.3,5.97,3.49,"Mattawa, Ontario",46.317296,-78.703308
Ontario,Mattice,Annual,3.2,4.16,3.96,4.17,5.86,3.36,"Mattice, Ontario",49.6127343,-83.2619479
Ontario,Maxville,Annual,3.17,4.36,4.14,4.36,6.06,3.55,"Maxville, Ontario",45.2885939,-74.8554938
Ontario,Maxwell,Annual,2.86,4.13,3.89,4.18,5.79,3.6,"Maxwell, Ontario",44.3095758,-80.3967878
Ontario,Maynooth,Annual,3.12,4.33,4.1,4.35,6.02,3.57,"Maynooth, Ontario",45.2313244,-77.9375008
Ontario,McGregor,Annual,3.0,4.42,4.17,4.47,6.2,3.79,"McGregor, Ontario",42.1428944,-82.9697102
Ontario,Meaford,Annual,2.91,4.18,3.93,4.24,5.88,3.61,"Meaford, Ontario",44.6069298,-80.5916531
Ontario,Melbourne,Annual,2.88,4.24,3.99,4.29,5.94,3.71,"Melbourne, Ontario",42.815174,-81.552544
Ontario,Merlin,Annual,3.0,4.42,4.17,4.47,6.21,3.82,"Merlin, Ontario",42.2408775,-82.2314
Ontario,Merrickville,Annual,3.15,4.38,4.16,4.39,6.08,3.6,"Merrickville, Ontario",44.9161119,-75.8369285
Ontario,Merrickville-Wolford,Annual,3.15,4.38,4.15,4.39,6.08,3.6,"Merrickville-Wolford, Ontario",44.86532965,-75.84493933660211
Ontario,Metcalfe,Annual,3.17,4.38,4.15,4.38,6.07,3.57,"Metcalfe, Ontario",45.236218,-75.472641
Ontario,Michipicoten River,Annual,3.06,4.13,3.91,4.15,5.85,3.43,"Michipicoten River, Ontario",47.9932534,-84.5034029
Ontario,Middleville,Annual,3.18,4.41,4.18,4.41,6.12,3.61,"Middleville, Ontario",45.0980564,-76.3962634
Ontario,Midhurst,Annual,2.94,4.21,3.97,4.25,5.89,3.62,"Midhurst, Ontario",44.4475856,-79.733624
Ontario,Midland,Annual,2.94,4.19,3.95,4.24,5.87,3.59,"Midland, Ontario",44.750147,-79.885712
Ontario,Mildmay,Annual,2.85,4.15,3.9,4.21,5.83,3.63,"Mildmay, Ontario",44.0427744,-81.1177723
Ontario,Milford Bay,Annual,2.98,4.19,3.95,4.23,5.85,3.54,"Milford Bay, Ontario",45.0742281,-79.4830047
Ontario,Millbrook,Annual,3.02,4.3,4.06,4.33,5.99,3.65,"Millbrook, Ontario",44.1511443,-78.4475977
Ontario,Milton,Annual,2.89,4.21,3.96,4.25,5.89,3.7,"Milton, Ontario",43.513671,-79.882817
Ontario,Milverton,Annual,2.84,4.16,3.91,4.21,5.83,3.66,"Milverton, Ontario",43.5658442,-80.9221724
Ontario,Minaki,Annual,3.5,4.55,4.33,4.55,6.46,3.54,"Minaki, Ontario",49.9845069,-94.6718552
Ontario,Mindemoya,Annual,3.06,4.29,4.05,4.34,6.05,3.58,"Mindemoya, Ontario",45.7328062,-82.166309
Ontario,Minden,Annual,3.02,4.24,4.01,4.27,5.91,3.56,"Minden, Ontario",44.9254436,-78.72493
Ontario,Minto,Annual,2.84,4.14,3.89,4.19,5.81,3.63,"Minto, Ontario",43.8341324,-80.8476838
Ontario,Missanabie,Annual,3.11,4.16,3.94,4.18,5.88,3.42,"Missanabie, Ontario",48.3121432,-84.0853214
Ontario,Mississauga,Annual,2.91,4.24,3.99,4.28,5.93,3.71,"Mississauga, Ontario",43.5896231,-79.6443879
Ontario,Mitchell,Annual,2.84,4.17,3.92,4.22,5.85,3.66,"Mitchell, Ontario",43.467942,-81.197899
Ontario,Monkland,Annual,3.16,4.36,4.14,4.36,6.05,3.56,"Monkland, Ontario",45.1958029,-74.8766224
Ontario,Monkton,Annual,2.84,4.16,3.91,4.22,5.84,3.66,"Monkton, Ontario",43.58832,-81.0814443
Ontario,Mono,Annual,2.89,4.18,3.94,4.23,5.86,3.66,"Mono, Ontario",43.9462199,-80.1042319
Ontario,Montreal River Harbour,Annual,3.01,4.13,3.9,4.16,5.85,3.45,"Montreal River Harbour, Ontario",47.2381728,-84.6453152
Ontario,Moonbeam,Annual,3.21,4.17,3.97,4.18,5.86,3.35,"Moonbeam, Ontario",49.3438828,-82.160043
Ontario,Moorefield,Annual,2.84,4.14,3.9,4.2,5.81,3.65,"Moorefield, Ontario",43.7620442,-80.7456869
Ontario,Moose Creek,Annual,3.17,4.37,4.14,4.37,6.06,3.56,"Moose Creek, Ontario",45.2621096,-74.9697271
Ontario,Moose Factory,Annual,3.32,4.19,4.0,4.19,5.88,3.29,"Moose Factory, Ontario",51.2602173,-80.6032819
Ontario,Moosonee,Annual,3.32,4.19,4.0,4.19,5.88,3.29,"Moosonee, Ontario",51.267071,-80.650635
Ontario,Morpeth,Annual,2.92,4.31,4.07,4.36,6.04,3.76,"Morpeth, Ontario",42.3929975,-81.8430268
Ontario,Morrisburg,Annual,3.14,4.36,4.14,4.36,6.05,3.58,"Morrisburg, Ontario",44.8977043,-75.1829545
Ontario,Morriston,Annual,2.86,4.18,3.93,4.22,5.84,3.68,"Morriston, Ontario",43.4482878,-80.1171956
Ontario,Mount Albert,Annual,2.96,4.24,4.0,4.28,5.92,3.66,"Mount Albert, Ontario",44.1368646,-79.3085305
Ontario,Mount Brydges,Annual,2.87,4.23,3.98,4.28,5.93,3.7,"Mount Brydges, Ontario",42.9097165,-81.4957317
Ontario,Mount Elgin,Annual,2.84,4.18,3.93,4.23,5.84,3.69,"Mount Elgin, Ontario",42.9585141,-80.7924714
Ontario,Mount Forest,Annual,2.84,4.13,3.89,4.19,5.8,3.63,"Mount Forest, Ontario",43.9806979,-80.7338237
Ontario,Mount Hope,Annual,2.86,4.19,3.95,4.24,5.86,3.7,"Mount Hope, Ontario",43.1561412,-79.9161804
Ontario,Mount Pleasant,Annual,2.85,4.18,3.94,4.23,5.85,3.69,"Mount Pleasant, Ontario",43.6750771,-79.8225943
Ontario,Munster,Annual,3.18,4.4,4.17,4.4,6.1,3.59,"Munster, Ontario",45.1647459,-75.93957649357813
Ontario,Muskrat Dam,Annual,3.42,4.26,4.05,4.25,5.95,3.29,"Muskrat Dam, Ontario",53.4028286,-91.7780686
Ontario,Nairn Centre,Annual,3.1,4.26,4.03,4.3,6.0,3.52,"Nairn Centre, Ontario",46.3331127,-81.5832747
Ontario,Nakina,Annual,3.23,4.17,3.98,4.17,5.91,3.4,"Nakina, Ontario",50.1782982,-86.7109024
Ontario,Nanticoke,Annual,2.85,4.2,3.96,4.25,5.88,3.72,"Nanticoke, Ontario",42.8100954,-80.0728118
Ontario,Napanee,Annual,3.09,4.36,4.13,4.38,6.07,3.64,"Napanee, Ontario",44.2473883,-76.9505543
Ontario,Nestor Falls,Annual,3.49,4.57,4.35,4.57,6.5,3.57,"Nestor Falls, Ontario",49.1109791,-93.9261533
Ontario,Neustadt,Annual,2.85,4.15,3.9,4.21,5.83,3.63,"Neustadt, Ontario",44.0778278,-81.0006627
Ontario,New Dundee,Annual,2.84,4.16,3.92,4.21,5.83,3.67,"New Dundee, Ontario",43.3494762,-80.5361027
Ontario,New Hamburg,Annual,2.84,4.16,3.92,4.21,5.83,3.67,"New Hamburg, Ontario",43.3784216,-80.7097716
Ontario,New Liskeard,Annual,3.24,4.32,4.1,4.33,6.06,3.48,"New Liskeard, Ontario",47.508731,-79.6789029
Ontario,New Tecumseth,Annual,2.94,4.23,3.98,4.27,5.92,3.67,"New Tecumseth, Ontario",44.0818996,-79.77443058053504
Ontario,Newboro,Annual,3.13,4.37,4.14,4.39,6.07,3.61,"Newboro, Ontario",44.6514774,-76.3186936
Ontario,Newburgh,Annual,3.09,4.36,4.13,4.38,6.06,3.63,"Newburgh, Ontario",44.3257752,-76.8773546
Ontario,Newbury,Annual,2.9,4.27,4.03,4.32,5.99,3.73,"Newbury, Ontario",42.684563,-81.7993229
Ontario,Newcastle Village,Annual,2.98,4.28,4.04,4.31,5.96,3.66,"Newcastle Village, Ontario",43.9187612,-78.58073904168708
Ontario,Newington,Annual,3.16,4.36,4.14,4.36,6.05,3.57,"Newington, Ontario",45.1165855,-75.0136988
Ontario,Newmarket,Annual,2.95,4.23,3.99,4.27,5.92,3.67,"Newmarket, Ontario",44.056258,-79.461708
Ontario,Niagara Falls,Annual,2.88,4.22,3.97,4.26,5.88,3.69,"Niagara Falls, Ontario",43.1065603,-79.0639039
Ontario,Niagara-on-the-Lake,Annual,2.91,4.24,4.0,4.28,5.92,3.7,"Niagara-on-the-Lake, Ontario",43.2556116,-79.0723264
Ontario,Nipigon,Annual,3.31,4.34,4.13,4.34,6.16,3.48,"Nipigon, Ontario",49.0155918,-88.2610663
Ontario,Nobel,Annual,2.99,4.19,3.96,4.23,5.88,3.53,"Nobel, Ontario",45.4121932,-80.0857508
Ontario,Nobleton,Annual,2.92,4.22,3.98,4.26,5.9,3.68,"Nobleton, Ontario",43.9022127,-79.652722
Ontario,NoÃ«lville,Annual,3.1,4.26,4.03,4.3,5.99,3.52,"NoÃ«lville, Ontario",,
Ontario,Norembega,Annual,3.24,4.22,4.01,4.22,5.92,3.37,"Norembega, Ontario",48.9865715,-80.7168064
Ontario,Norland,Annual,3.02,4.26,4.03,4.29,5.94,3.59,"Norland, Ontario",44.7275039,-78.8115223
Ontario,North Augusta,Annual,3.13,4.37,4.14,4.37,6.06,3.6,"North Augusta, Ontario",44.7612581,-75.738843
Ontario,North Bay,Annual,3.12,4.25,4.03,4.27,5.95,3.49,"North Bay, Ontario",46.3092115,-79.4607617
Ontario,North Gower,Annual,3.17,4.39,4.16,4.39,6.09,3.59,"North Gower, Ontario",45.14333225,-75.70411084090594
Ontario,North Perth,Annual,2.89,4.16,3.91,4.22,5.86,3.59,"North Perth, Ontario",43.691263199999995,-80.98352920005001
Ontario,North Spirit Lake,Annual,3.44,4.34,4.12,4.33,6.1,3.36,"North Spirit Lake, Ontario",52.5076307,-93.0235632
Ontario,Northbrook,Annual,3.12,4.36,4.13,4.38,6.06,3.61,"Northbrook, Ontario",44.7338959,-77.1593007
Ontario,Northeastern Manitoulin and the Islands,Annual,3.06,4.27,4.03,4.31,6.01,3.55,"Northeastern Manitoulin and the Islands, Ontario",45.9810237,-81.9266062
Ontario,Norwich,Annual,2.84,4.18,3.93,4.23,5.84,3.69,"Norwich, Ontario",42.987699,-80.59756
Ontario,Norwood,Annual,3.07,4.35,4.11,4.37,6.05,3.64,"Norwood, Ontario",44.3818091,-77.9798045
Ontario,Novar,Annual,3.02,4.2,3.97,4.24,5.87,3.51,"Novar, Ontario",45.4512455,-79.2500095
Ontario,Oakville,Annual,2.91,4.24,3.99,4.28,5.94,3.72,"Oakville, Ontario",43.447436,-79.666672
Ontario,Oakwood,Annual,3.0,4.27,4.03,4.3,5.96,3.64,"Oakwood, Ontario",43.6974627,-79.4428457
Ontario,Oba,Annual,3.17,4.16,3.96,4.18,5.89,3.4,"Oba, Ontario",49.0573006,-84.1028035
Ontario,Odessa,Annual,3.08,4.36,4.12,4.37,6.05,3.63,"Odessa, Ontario",44.276984,-76.722712
Ontario,Oil Springs,Annual,2.94,4.32,4.07,4.37,6.05,3.74,"Oil Springs, Ontario",42.7838172,-82.126915
Ontario,Oliphant,Annual,2.91,4.19,3.94,4.25,5.9,3.6,"Oliphant, Ontario",44.0393655,-77.7341504
Ontario,Omemee,Annual,3.02,4.3,4.06,4.33,5.99,3.64,"Omemee, Ontario",44.2992653,-78.5585004
Ontario,Ompah,Annual,3.15,4.37,4.14,4.38,6.07,3.59,"Ompah, Ontario",45.0081909,-76.8357959
Ontario,Onaping Falls,Annual,3.13,4.27,4.04,4.3,6.01,3.5,"Onaping Falls, Ontario",46.57098535,-81.367226527389
Ontario,Opasatika,Annual,3.2,4.16,3.96,4.17,5.86,3.35,"Opasatika, Ontario",49.528774,-82.867126
Ontario,Orangeville,Annual,2.88,4.17,3.93,4.22,5.84,3.65,"Orangeville, Ontario",43.9193171,-80.0973754
Ontario,Orillia,Annual,2.97,4.22,3.98,4.26,5.89,3.6,"Orillia, Ontario",44.6066135,-79.4169256
Ontario,OrlÃ©ans,Annual,3.19,4.38,4.16,4.37,6.07,3.56,"OrlÃ©ans, Ontario",,
Ontario,Orono,Annual,2.98,4.27,4.03,4.31,5.95,3.65,"Orono, Ontario",43.975028,-78.616447
Ontario,Orrville,Annual,2.98,4.18,3.95,4.22,5.85,3.52,"Orrville, Ontario",45.3810599,-79.7783776
Ontario,Osgoode,Annual,3.17,4.38,4.16,4.38,6.08,3.58,"Osgoode, Ontario",43.6508016,-79.3865409
Ontario,Oshawa,Annual,2.97,4.26,4.02,4.3,5.95,3.67,"Oshawa, Ontario",43.8975558,-78.8635324
Ontario,Osnaburgh House,Annual,3.39,4.32,4.11,4.31,6.07,3.38,"Osnaburgh House, Ontario",51.1371771,-90.2666992
Ontario,Ottawa,Annual,3.19,4.38,4.16,4.39,6.09,3.57,"Ottawa, Ontario",45.4208777,-75.6901106
Ontario,Otterville,Annual,2.84,4.18,3.94,4.23,5.85,3.69,"Otterville, Ontario",42.9264946,-80.6034181
Ontario,Owen Sound,Annual,2.89,4.16,3.91,4.22,5.85,3.6,"Owen Sound, Ontario",44.5678105,-80.9430094
Ontario,Paisley,Annual,2.88,4.17,3.92,4.23,5.87,3.62,"Paisley, Ontario",44.3060195,-81.2726203
Ontario,Pakenham,Annual,3.2,4.41,4.19,4.42,6.14,3.6,"Pakenham, Ontario",45.3330674,-76.2903013
Ontario,Palgrave,Annual,2.91,4.21,3.97,4.25,5.9,3.67,"Palgrave, Ontario",43.9501519,-79.8361523
Ontario,Palmer Rapids,Annual,3.16,4.37,4.14,4.38,6.07,3.58,"Palmer Rapids, Ontario",45.3122289,-77.5072904
Ontario,Palmerston,Annual,2.84,4.14,3.9,4.2,5.81,3.64,"Palmerston, Ontario",43.8341108,-80.8495763
Ontario,Parham,Annual,3.12,4.37,4.13,4.38,6.06,3.61,"Parham, Ontario",44.6560758,-76.7161874
Ontario,Paris,Annual,2.85,4.18,3.94,4.23,5.85,3.69,"Paris, Ontario",43.193234,-80.384281
Ontario,Parkhill,Annual,2.89,4.24,4.0,4.3,5.96,3.7,"Parkhill, Ontario",43.1622799,-81.6842168
Ontario,Parry Sound,Annual,2.98,4.19,3.95,4.23,5.87,3.53,"Parry Sound, Ontario",45.6675279,-80.1055284
Ontario,Peawanuck,Annual,3.41,4.14,3.95,4.12,5.76,3.18,"Peawanuck, Ontario",55.011489,-85.424194
Ontario,Pefferlaw,Annual,2.98,4.25,4.01,4.29,5.93,3.64,"Pefferlaw, Ontario",44.3145736,-79.2029016
Ontario,Pelee Island,Annual,2.99,4.44,4.19,4.48,6.21,3.83,"Pelee Island, Ontario",41.7625719,-82.6887305
Ontario,Pelham,Annual,2.87,4.21,3.97,4.25,5.88,3.7,"Pelham, Ontario",43.0445702,-79.2838481
Ontario,Pembroke,Annual,3.21,4.39,4.16,4.39,6.11,3.57,"Pembroke, Ontario",45.8209741,-77.1115433
Ontario,Penetanguishene,Annual,2.94,4.19,3.94,4.23,5.86,3.58,"Penetanguishene, Ontario",44.7688035,-79.9339487
Ontario,Perth,Annual,3.16,4.4,4.17,4.41,6.11,3.61,"Perth, Ontario",43.4935991,-81.0164111
Ontario,Petawawa,Annual,3.2,4.37,4.15,4.38,6.09,3.56,"Petawawa, Ontario",45.8984286,-77.2826645
Ontario,Peterborough,Annual,3.04,4.32,4.08,4.35,6.01,3.65,"Peterborough, Ontario",44.3048009,-78.3199496
Ontario,Petrolia,Annual,2.94,4.32,4.07,4.37,6.06,3.74,"Petrolia, Ontario",42.882002,-82.149582
Ontario,Phelpston,Annual,2.94,4.2,3.96,4.25,5.88,3.62,"Phelpston, Ontario",44.518002,-79.8468118
Ontario,Pickering,Annual,2.95,4.25,4.01,4.29,5.94,3.67,"Pickering, Ontario",43.835765,-79.090576
Ontario,Pickle Lake,Annual,3.39,4.3,4.09,4.29,6.04,3.37,"Pickle Lake, Ontario",51.4648142,-90.1925284
Ontario,Picton,Annual,3.06,4.35,4.12,4.38,6.05,3.65,"Picton, Ontario",44.0077067,-77.1411741
Ontario,Pikangikum,Annual,3.46,4.4,4.19,4.4,6.22,3.41,"Pikangikum, Ontario",51.8078647,-93.9925233
Ontario,Plantagenet,Annual,3.19,4.37,4.15,4.36,6.06,3.54,"Plantagenet, Ontario",45.5354046,-74.9970666
Ontario,Plattsville,Annual,2.84,4.17,3.92,4.22,5.84,3.68,"Plattsville, Ontario",43.3032583,-80.6215757
Ontario,Plevna,Annual,3.14,4.37,4.14,4.39,6.08,3.6,"Plevna, Ontario",44.962753,-76.9840232
Ontario,Plympton-Wyoming,Annual,2.93,4.3,4.05,4.36,6.04,3.73,"Plympton-Wyoming, Ontario",43.0699736,-82.1529152
Ontario,Point Clark,Annual,2.9,4.21,3.96,4.27,5.92,3.64,"Point Clark, Ontario",,
Ontario,Pointe au Baril Station,Annual,3.01,4.21,3.98,4.25,5.91,3.53,"Pointe au Baril Station, Ontario",45.5962895,-80.3737938
Ontario,Pontypool,Annual,2.99,4.27,4.03,4.3,5.95,3.65,"Pontypool, Ontario",44.1017447,-78.6308231
Ontario,Poplar Hill,Annual,3.46,4.39,4.18,4.4,6.21,3.4,"Poplar Hill, Ontario",52.1005961,-94.301147
Ontario,Port Albert,Annual,2.89,4.21,3.96,4.27,5.93,3.66,"Port Albert, Ontario",43.8766752,-81.7152795
Ontario,Port Burwell,Annual,2.84,4.2,3.96,4.25,5.88,3.71,"Port Burwell, Ontario",42.646724,-80.800337
Ontario,Port Carling,Annual,2.98,4.19,3.95,4.23,5.86,3.54,"Port Carling, Ontario",45.1163936,-79.5759748
Ontario,Port Colborne,Annual,2.86,4.21,3.96,4.25,5.87,3.7,"Port Colborne, Ontario",42.8862392,-79.2513905
Ontario,Port Dover,Annual,2.85,4.2,3.96,4.25,5.88,3.71,"Port Dover, Ontario",42.7845713,-80.2005169
Ontario,Port Elgin,Annual,2.89,4.18,3.93,4.24,5.89,3.62,"Port Elgin, Ontario",44.4358826,-81.3889458
Ontario,Port Hope,Annual,3.01,4.31,4.07,4.34,6.0,3.66,"Port Hope, Ontario",43.9515755,-78.2939704
Ontario,Port Lambton,Annual,2.98,4.38,4.13,4.42,6.14,3.77,"Port Lambton, Ontario",42.6567779,-82.5062582
Ontario,Port McNicoll,Annual,2.95,4.2,3.95,4.24,5.87,3.59,"Port McNicoll, Ontario",44.7464284,-79.8075467
Ontario,Port Perry,Annual,2.98,4.26,4.02,4.29,5.94,3.66,"Port Perry, Ontario",44.1054151,-78.9425076
Ontario,Port Rowan,Annual,2.84,4.2,3.96,4.25,5.87,3.71,"Port Rowan, Ontario",42.623613,-80.450178
Ontario,Port Severn,Annual,2.96,4.2,3.96,4.24,5.88,3.58,"Port Severn, Ontario",44.8038438,-79.720493
Ontario,Port Stanley,Annual,2.85,4.22,3.97,4.27,5.9,3.71,"Port Stanley, Ontario",42.6660437,-81.2121712
Ontario,Port Sydney,Annual,3.0,4.2,3.97,4.24,5.87,3.53,"Port Sydney, Ontario",45.2209022,-79.2935709
Ontario,Portland,Annual,3.13,4.38,4.15,4.39,6.08,3.61,"Portland, Ontario",44.698979,-76.188746
Ontario,Powassan,Annual,3.09,4.23,4.01,4.26,5.91,3.49,"Powassan, Ontario",46.0814468,-79.3611147
Ontario,Prescott,Annual,3.13,4.36,4.13,4.37,6.05,3.6,"Prescott, Ontario",44.7184132,-75.5191675
Ontario,Priceville,Annual,2.84,4.11,3.87,4.17,5.77,3.6,"Priceville, Ontario",44.2060811,-80.6262588
Ontario,Prince Edward,Annual,3.06,4.36,4.12,4.38,6.06,3.65,"Prince Edward, Ontario",44.031827,-77.246933
Ontario,Princeton,Annual,2.84,4.17,3.93,4.22,5.84,3.68,"Princeton, Ontario",43.1701096,-80.5267326
Ontario,Providence Bay,Annual,3.07,4.3,4.06,4.35,6.07,3.6,"Providence Bay, Ontario",45.6627198,-82.2765353
Ontario,Quadeville,Annual,3.16,4.37,4.14,4.38,6.07,3.58,"Quadeville, Ontario",45.3139332,-77.3786463
Ontario,Queensville,Annual,2.95,4.23,3.99,4.27,5.91,3.66,"Queensville, Ontario",44.138886,-79.450536
Ontario,Quinte West,Annual,3.07,4.36,4.12,4.38,6.07,3.65,"Quinte West, Ontario",44.191211,-77.5666791
Ontario,Rainy River,Annual,3.52,4.63,4.4,4.63,6.59,3.63,"Rainy River, Ontario",48.8208533,-92.6997993
Ontario,Raith,Annual,3.41,4.47,4.25,4.46,6.34,3.52,"Raith, Ontario",48.8475369,-89.9468578
Ontario,Rama Road,Annual,2.97,4.22,3.98,4.26,5.9,3.59,"Rama Road, Ontario",44.7432479,-79.3303821
Ontario,Red Bay,Annual,2.93,4.19,3.94,4.25,5.91,3.6,"Red Bay, Ontario",,
Ontario,Red Lake Road,Annual,3.47,4.49,4.27,4.49,6.38,3.5,"Red Lake Road, Ontario",49.9736762,-93.3562704
Ontario,Red Rock,Annual,3.32,4.36,4.14,4.35,6.18,3.49,"Red Rock, Ontario",48.9425393,-88.2592117
Ontario,Redditt,Annual,3.5,4.54,4.31,4.54,6.45,3.53,"Redditt, Ontario",49.9765033,-94.3971738
Ontario,Renfrew,Annual,3.21,4.42,4.19,4.42,6.15,3.6,"Renfrew, Ontario",45.7300564,-77.2793698
Ontario,Richards Landing,Annual,3.07,4.27,4.03,4.31,6.04,3.57,"Richards Landing, Ontario",46.2926484,-84.035187
Ontario,Richmond,Annual,3.18,4.39,4.17,4.4,6.1,3.59,"Richmond, Ontario",45.1943303,-75.8386342
Ontario,Richmond Hill,Annual,2.93,4.23,3.99,4.27,5.91,3.68,"Richmond Hill, Ontario",43.8801166,-79.4392925
Ontario,Rideau Ferry,Annual,3.16,4.39,4.16,4.4,6.1,3.61,"Rideau Ferry, Ontario",44.85482065,-76.14096287592385
Ontario,Ridgetown,Annual,2.92,4.31,4.07,4.36,6.04,3.75,"Ridgetown, Ontario",42.4394208,-81.8821334
Ontario,Ripley,Annual,2.88,4.18,3.93,4.24,5.89,3.63,"Ripley, Ontario",44.0711837,-81.5755462
Ontario,River Valley,Annual,3.16,4.29,4.06,4.31,6.01,3.5,"River Valley, Ontario",46.5864844,-80.1805121
Ontario,Roblin,Annual,3.09,4.36,4.13,4.38,6.06,3.63,"Roblin, Ontario",44.3783606,-77.0214449
Ontario,Rockland,Annual,3.19,4.37,4.15,4.37,6.06,3.55,"Rockland, Ontario",45.5485795,-75.2915629
Ontario,Rockport,Annual,3.11,4.37,4.14,4.38,6.07,3.63,"Rockport, Ontario",44.3794699,-75.93284
Ontario,Rockwood,Annual,2.86,4.17,3.93,4.22,5.84,3.67,"Rockwood, Ontario",43.6189078,-80.1442087
Ontario,Rodney,Annual,2.89,4.27,4.02,4.32,5.98,3.73,"Rodney, Ontario",42.5313988,-81.6069031
Ontario,Rolphton,Annual,3.19,4.34,4.12,4.35,6.04,3.52,"Rolphton, Ontario",46.1770206,-77.6945748
Ontario,Roseneath,Annual,3.04,4.32,4.09,4.35,6.02,3.65,"Roseneath, Ontario",44.1934388,-78.0573032
Ontario,Roslin,Annual,3.1,4.37,4.14,4.39,6.08,3.64,"Roslin, Ontario",44.3487398,-77.3337012
Ontario,Rosseau,Annual,2.98,4.19,3.95,4.22,5.85,3.52,"Rosseau, Ontario",45.2566236,-79.6393619
Ontario,Rossmore,Annual,3.07,4.36,4.12,4.39,6.07,3.65,"Rossmore, Ontario",44.1420035,-77.384991
Ontario,Rossport,Annual,3.24,4.27,4.06,4.27,6.06,3.46,"Rossport, Ontario",48.8350674,-87.5208877
Ontario,Round Lake Centre,Annual,3.19,4.38,4.15,4.39,6.1,3.58,"Round Lake Centre, Ontario",45.6139646,-77.5306861
Ontario,Russell,Annual,3.18,4.38,4.16,4.38,6.07,3.57,"Russell, Ontario",45.2573172,-75.3583264
Ontario,Sachigo Lake,Annual,3.43,4.25,4.04,4.25,5.94,3.28,"Sachigo Lake, Ontario",53.871154,-92.182159
Ontario,Sagamok,Annual,3.09,4.28,4.04,4.32,6.03,3.55,"Sagamok, Ontario",46.1517654,-82.108168
Ontario,Sandfield,Annual,3.05,4.28,4.04,4.33,6.04,3.58,"Sandfield, Ontario",45.7015051,-81.9988117
Ontario,Sandy Lake,Annual,3.45,4.32,4.11,4.32,6.07,3.34,"Sandy Lake, Ontario",53.061025,-93.321991
Ontario,Sarnia,Annual,2.97,4.35,4.1,4.4,6.11,3.74,"Sarnia, Ontario",42.9743821,-82.403533
Ontario,Sarsfield,Annual,3.18,4.37,4.15,4.37,6.06,3.55,"Sarsfield, Ontario",45.4420445,-75.3448288
Ontario,Sauble Beach,Annual,2.9,4.18,3.93,4.24,5.89,3.6,"Sauble Beach, Ontario",44.6298478,-81.2648606
Ontario,Saugeen Shores,Annual,2.89,4.18,3.93,4.24,5.89,3.62,"Saugeen Shores, Ontario",44.4952483,-81.3713261
Ontario,Sault Ste. Marie,Annual,3.05,4.23,3.99,4.28,6.0,3.54,"Sault Ste. Marie, Ontario",46.52391,-84.320068
Ontario,Schomberg,Annual,2.93,4.22,3.98,4.27,5.91,3.68,"Schomberg, Ontario",44.001387,-79.682541
Ontario,Schreiber,Annual,3.2,4.23,4.02,4.23,6.0,3.45,"Schreiber, Ontario",48.8114595,-87.2627416
Ontario,Scotland,Annual,2.84,4.18,3.94,4.23,5.84,3.69,"Scotland, Ontario",43.0252776,-80.3757675
Ontario,Seaforth,Annual,2.85,4.18,3.93,4.24,5.87,3.66,"Seaforth, Ontario",43.5534328,-81.3934183
Ontario,Searchmont,Annual,3.04,4.19,3.96,4.24,5.94,3.5,"Searchmont, Ontario",46.7785824,-84.0513848
Ontario,Seeleys Bay,Annual,3.11,4.37,4.14,4.39,6.07,3.62,"Seeleys Bay, Ontario",44.4812217,-76.2397853
Ontario,Seine River Village,Annual,3.45,4.54,4.32,4.54,6.46,3.56,"Seine River Village, Ontario",48.721656,-92.4261298
Ontario,Selkirk,Annual,2.85,4.21,3.96,4.25,5.88,3.72,"Selkirk, Ontario",42.835192,-79.9312019
Ontario,Shallow Lake,Annual,2.89,4.16,3.91,4.22,5.86,3.6,"Shallow Lake, Ontario",44.6149623,-81.0903863
Ontario,Sharbot Lake,Annual,3.13,4.37,4.14,4.39,6.07,3.61,"Sharbot Lake, Ontario",44.7706987,-76.6901144
Ontario,Sharon,Annual,2.95,4.23,3.99,4.27,5.92,3.66,"Sharon, Ontario",44.1022535,-79.4319883
